id,label,chunk_id,order,page_start,page_end,text
listitem_ch1232_0,ListItem,ch1232,0,104,104,customer_messenger_id — идентификатор клиента в Maxbot;
listitem_ch1232_1,ListItem,ch1232,1,104,104,"phone — подтвержденный номер телефона клиента. None, если нет подтвержденного номера."
listitem_ch1250_0,ListItem,ch1250,0,105,105,Адрес;
listitem_ch1250_1,ListItem,ch1250,1,105,105,Текст сообщения в случае ошибки;
listitem_ch1250_2,ListItem,ch1250,2,105,105,Значение заголовка запроса
listitem_ch1258_0,ListItem,ch1258,0,105,105,Значение параметра запроса;
listitem_ch1258_1,ListItem,ch1258,1,105,105,Тело запроса
listitem_ch1284_0,ListItem,ch1284,0,107,107,1. Бот задает клиенту вопросы формы и ждет ответа некоторое время.
listitem_ch1286_0,ListItem,ch1286,0,108,108,"3. Если ответ клиента соответствует типу вопроса, то бот сохраняет ответ и задает следующий вопрос."
listitem_ch1286_1,ListItem,ch1286,1,108,108,"4. Если ответ не соответствует типу вопроса, то бот задает вопрос повторно."
listitem_ch1286_2,ListItem,ch1286,2,108,108,"5. Когда все вопросы заданы, бот отправляет клиенту результаты опроса – перечисляет вопросы, данные на них ответы и просит клиента подтвердить их, либо исправить неточности."
listitem_ch1286_3,ListItem,ch1286,3,108,108,"6. После подтверждения клиента бот записывает ответы в специальные переменные (слоты), к которым можно обратиться в сценарии рассылки. Например, чтобы отправить их в компанию с помощью вызова внешней системы."
listitem_ch1286_4,ListItem,ch1286,4,108,108,"7. Далее сценарий рассылки продолжается в соответствии с теми действиями, которые заданы для выхода при успешном заполнении формы."
listitem_ch1294_0,ListItem,ch1294,0,108,108,Короткий текст – в ответ принимается любая последовательность символов;
listitem_ch1294_1,ListItem,ch1294,1,108,108,Email – в ответ принимаются адреса электронной почты вида customer@example.com;
listitem_ch1294_2,ListItem,ch1294,2,108,108,Число – в ответ принимаются положительные и отрицательные вещественные числа;
listitem_ch1294_3,ListItem,ch1294,3,108,108,Телефон – номер телефона как последовательность 11 цифр. При этом бот не будет просить подтвердить отправленное ему значение;
listitem_ch1294_4,ListItem,ch1294,4,108,108,Файл – в ответ принимаются один или несколько файлов. В текущей версии Maxbot принимаются только изображения.
listitem_ch1294_5,ListItem,ch1294,5,108,108,"Дата – принимаются различные форматы дат: «11.12.2021», «10 декабря», «завтра». При этом клиент может указать дату из прошлого."
listitem_ch1294_6,ListItem,ch1294,6,108,108,"Варианты ответа – маркетолог задает фиксированный набор вариантов ответа в настройках вопроса, клиент может выбрать один из этих вариантов."
listitem_ch1323_0,ListItem,ch1323,0,109,109,1. Нажать на форме на кнопку .
listitem_ch1323_1,ListItem,ch1323,1,109,109,2. В открывшемся окне нажать на кнопку «Добавить вопрос» и выбрать тип вопроса из предложенного списка (см. Рисунок 143).
listitem_ch1327_0,ListItem,ch1327,0,110,110,3. Добавленный вопрос появится в списке слева. Справа необходимо задать настройки вопроса. К основным настройкам вопроса относятся:
listitem_ch1328_0,ListItem,ch1328,0,110,110,"Идентификатор ответа на вопрос – уникальный идентификатор, по которому можно будет получить ответ клиента на этот вопрос. Подробнее об этом в см. разделе"
listitem_ch1331_0,ListItem,ch1331,0,110,110,"Вопрос – текст вопроса, который бот отправит клиенту в мессенджер. Для вопросов всех типов, кроме «Короткий текст», рекомендуется формулировать, что ожидается от клиента. Например, не задавать вопрос «Когда вы хотите записаться на наши услуги?», что подразумевает разные ответы вида «В следующем месяце», «В конце недели», а явно просить указать день, например: «Укажите, пожалуйста, какого числа вы хотели бы записаться на наши услуги?»."
listitem_ch1331_1,ListItem,ch1331,1,110,110,"Краткое описание вопроса – сжатое, но емкое описание, позволяющее и клиенту, и маркетологу идентифицировать вопрос. Например, «Имя», «Возраст» или «Телефон». Маркетолог видит краткое описание вопроса в списке вопросов слева (см. Рисунок 144). Клиент увидит краткое описание вопроса при переходе в меню формы и при просмотре результатов заполнения формы, когда будет проверять правильность ответов."
listitem_ch1331_2,ListItem,ch1331,2,110,110,"Опция «Обязательный вопрос» – если установлена, то клиент не может пропустить этот вопрос и должен дать подходящий ответ. Если опция не установлена, то появляется кнопка «Пропустить этот вопрос»:"
listitem_ch1338_0,ListItem,ch1338,0,111,111,1. Перейти на вкладку «Медиа».
listitem_ch1338_1,ListItem,ch1338,1,111,111,2. Нажать на кнопку .
listitem_ch1338_2,ListItem,ch1338,2,111,111,3. Выбрать тип добавляемого файла (см. Рисунок 145) и добавить нужные файлы при
listitem_ch1352_0,ListItem,ch1352,0,112,112,"1. Успешный выход при ответе на все обязательные вопросы. Это происходит, когда клиент подтверждает правильность ответов на все вопросы. Если в этом случае необходимо продолжить рассылку, то нужно соединить зеленый выход из формы со следующим блоком (см. Рисунок 147)."
listitem_ch1355_0,ListItem,ch1355,0,113,113,"2. Выход по таймауту. Происходит автоматически, когда клиент перестает отвечать на вопросы формы. Задержка задается в"
listitem_ch1361_0,ListItem,ch1361,0,113,113,3. Выход по желанию клиента. Клиент может отказаться от ответов на вопросы и выйти из формы. Для этого он должен перейти в меню и нажать «
listitem_ch1366_0,ListItem,ch1366,0,114,114,"4. Выход при отправке нескольких ответов, не соответствующих типу вопроса. Например, если на вопрос формы типа «Email» клиент не указывает email три раза подряд, то бот закончит опрос и оправит клиенту сообщение:"
listitem_ch1376_0,ListItem,ch1376,0,115,115,Идентификатор формы – в текущей версии Maxbot не используется.
listitem_ch1376_1,ListItem,ch1376,1,115,115,Время ответа на каждый вопрос формы – спустя заданное количество секунд после последнего сообщения от клиента сработает выход из формы по таймауту.
listitem_ch1425_0,ListItem,ch1425,0,119,119,Форма может быть добавлена только в целевую рассылку. Информационные рассылки не поддерживают работу форм.
listitem_ch1425_1,ListItem,ch1425,1,119,119,"Одна целевая рассылка может содержать только одну форму. При необходимости проведения большого или растянутого опроса можно использовать цепочку рассылок, где каждая рассылка будет содержать свою форму и запускать следующую путем генерации события из своего сценария."
listitem_ch1430_0,ListItem,ch1430,0,120,120,"Во время работы формы оператор не должен открывать диалог с клиентом по своей инициативе (и не сможет, если у него нет соответствующих прав на канал Bot)."
listitem_ch1430_1,ListItem,ch1430,1,120,120,"Во время работы формы другие целевые рассылки не будут приходить клиенту (как и в случае, когда клиент ведет диалог с оператором)."
listitem_ch1430_2,ListItem,ch1430,2,120,120,"Возможен повторный запуск формы в рамках одной рассылки. Маркетолог может создать зацикленный сценарий, в котором, например, при выходе по таймауту клиенту приходит сообщение с предложением начать опрос заново. Сценарий такой рассылки приведен ниже (см. Рисунок 158)."
listitem_ch1435_0,ListItem,ch1435,0,120,120,"Работа макросов в формах пока не поддерживается нигде, кроме текстов вопросов."
listitem_ch1437_0,ListItem,ch1437,0,121,121,"Если все вопросы формы не обязательные, то при пропуске всех вопросов форма все равно считается успешно заполненной. Значение всех ответов при этом будет сохранено как «None»."
listitem_ch1437_1,ListItem,ch1437,1,121,121,"Для переноса строки в текстах сообщений и вопросов форм не нужно явно использовать \n, как в остальных блоках рассылки."
listitem_ch1456_0,ListItem,ch1456,0,122,122,1. Отправка клиентом боту одного из сообщений:
listitem_ch1459_0,ListItem,ch1459,0,122,122,2. Специальный API-вызов (см. запрос «Подписка клиента на рассылки»
listitem_ch1472_0,ListItem,ch1472,0,123,123,"1. Выбрать в верхнем правом углу окна бота, для которого будет создаваться виджет."
listitem_ch1472_1,ListItem,ch1472,1,123,123,2. Перейти в раздел «Инструменты роста» и на вкладке «Виджеты» нажать на кнопку «+ Создать» в правом верхнем углу (см. Рисунок 161).
listitem_ch1475_0,ListItem,ch1475,0,123,123,3. Ввести название виджета и нажать на кнопку «Создать» (см. Рисунок 162).
listitem_ch1477_0,ListItem,ch1477,0,123,123,4. В списке виджетов нажать на название только что созданного виджета для редактирования его настроек (см. Рисунок 163).
listitem_ch1491_0,ListItem,ch1491,0,125,125,* Рисунок 165 — Список доступных мессенджеров в настройках виджета
listitem_ch1505_0,ListItem,ch1505,0,126,126,"1. Выбрать в верхнем правом углу окна бота, для которого будет создаваться лендинг."
listitem_ch1505_1,ListItem,ch1505,1,126,126,2. Открыть раздел «Инструменты роста» и на вкладке «Лендинги» нажать на кнопку «+ Создать» в правом верхнем углу (см. Рисунок 168).
listitem_ch1509_0,ListItem,ch1509,0,127,127,3. Ввести имя лендинга (см. Рисунок 169) и нажать на кнопку «Создать».
listitem_ch1511_0,ListItem,ch1511,0,127,127,"4. В списке лендингов нажать на имя только что созданного лендинга для редактирования его настроек (см. Рисунок 170). Слева задаются настройки лендинга, справа отображается макет лендинга в соответствии с заданными настройками."
listitem_ch1526_0,ListItem,ch1526,0,129,129,1. Клиент переходит по присланной ему ссылке (см. Рисунок 172).
listitem_ch1528_0,ListItem,ch1528,0,129,129,"2. Клиенту отображается лендинг, размещаемый на ресурсе Maxbot (т. е. для этого не нужно самостоятельно создавать отдельный сайт или страницу на сайте компании). На странице отображается список мессенджеров, с помощью которых можно подключиться (см. Рисунок 173)."
listitem_ch1531_0,ListItem,ch1531,0,130,130,3. Клиент выбирает удобный ему мессенджер.
listitem_ch1534_0,ListItem,ch1534,0,130,130,"4. Клиент запускает приложение соответствующего мессенджера (в нашем примере — Telegram, см. Рисунок 174). После старта бота происходит автоматическое подтверждение номера телефона."
listitem_ch1541_0,ListItem,ch1541,0,131,131,Название рассылки – при клике переход на рассылку;
listitem_ch1541_1,ListItem,ch1541,1,131,131,Статистика по рассылке – при клике переход на
listitem_ch1545_0,ListItem,ch1545,0,131,131,Запуск – время последнего перехода рассылки в активный режим;
listitem_ch1545_1,ListItem,ch1545,1,131,131,Состояние – текущее состояние рассылки.
listitem_ch1573_0,ListItem,ch1573,0,133,133,customer_messenger_id — идентификатор клиента в Maxbot;
listitem_ch1573_1,ListItem,ch1573,1,133,133,name — имя клиента в мессенджере;
listitem_ch1573_2,ListItem,ch1573,2,133,133,messenger_type — тип мессенджера;
listitem_ch1573_3,ListItem,ch1573,3,133,133,create_date — дата первого подключения к боту;
listitem_ch1573_4,ListItem,ch1573,4,133,133,add_phone_date — дата подтверждения номера телефона;
listitem_ch1573_5,ListItem,ch1573,5,133,133,phone — номер телефона;
listitem_ch1573_6,ListItem,ch1573,6,133,133,"unsubscribed — признак того, отписан ли клиент от рассылок (true или false);"
listitem_ch1573_7,ListItem,ch1573,7,133,133,"allow_message — признак возможности отправки клиенту сообщений в мессенджере (если клиент отписался от бота, то будет значение false);"
listitem_ch1573_8,ListItem,ch1573,8,133,133,"timezone — часовой пояс клиента (может быть не задан, если клиент не добавлялся в аудиторию рассылок);"
listitem_ch1573_9,ListItem,ch1573,9,133,133,"tags — список тегов клиента, в квадратных скобках через запятую;"
listitem_ch1573_10,ListItem,ch1573,10,133,133,first_customer_message_date — дата первого сообщения от клиента;
listitem_ch1573_11,ListItem,ch1573,11,133,133,last_customer_message_date — дата последнего сообщения клиента.
listitem_ch1640_0,ListItem,ch1640,0,137,137,"«Ожидание подтверждения телефона» – события, в результате вызова которых началось ожидание подтверждения клиентом номера телефона (случай, когда в результате вызова события возвращается delayed_trigger_event_id)."
listitem_ch1640_1,ListItem,ch1640,1,137,137,"«Ожидание подписки на бота в мессенджере» – события, в результате вызова которых началось ожидание подписки клиента на бота в мессенджере (случай, когда в результате вызова события возвращается unsubscribed_trigger_event_id)."
listitem_ch1640_2,ListItem,ch1640,2,137,137,"«Передано в транспорт мессенджера» – события, в результате вызова которых началось отправка рассылки в мессенджер (случай, когда в результате вызова события возвращается launch_customer_ids)."
listitem_ch1644_0,ListItem,ch1644,0,138,138,"«Передано в SMS-провайдер» – события, в результате вызова которых началось отправка SMS-рассылки (через SMS-провайдер, случай, когда в результате вызова события возвращается sms_launch_customer_ids)."
listitem_ch1646_0,ListItem,ch1646,0,138,138,200 — запрос выполнен успешно;
listitem_ch1646_1,ListItem,ch1646,1,138,138,40X – различные виды ошибок.
listitem_ch1649_0,ListItem,ch1649,0,138,138,"Рассылка – события, сгенерированные из сценария рассылки (действие «Сгенерировать событие» в конструкторе рассылок);"
listitem_ch1649_1,ListItem,ch1649,1,138,138,"Интерфейс – события, сгенерированные из консоли маркетолога;"
listitem_ch1649_2,ListItem,ch1649,2,138,138,"API – события, сгенерированные путем вызова одного из запросов API;"
listitem_ch1649_3,ListItem,ch1649,3,138,138,"Системное событие – системные события, сгенерированные ботом (в текущей версии Maxbot это «Подтверждение номера телефона» и «Добавление нового клиента»)."
listitem_ch1654_0,ListItem,ch1654,0,138,138,"«Готов к отправке» — рассылка готова к началу, но еще не началась;"
listitem_ch1654_1,ListItem,ch1654,1,138,138,«Рассылка началась успешно»;
listitem_ch1654_2,ListItem,ch1654,2,138,138,«Ошибка при запуске рассылки»;
listitem_ch1654_3,ListItem,ch1654,3,138,138,"«Пропущен, в рассылке нет SMS-блока» — сгенерировано событие для отправки SMS, но в рассылке нет SMS-блока;"
listitem_ch1654_4,ListItem,ch1654,4,138,138,"«Пропущен, входит в аудиторию другой рассылки»;"
listitem_ch1654_5,ListItem,ch1654,5,138,138,«Клиент отписался от рассылок»;
listitem_ch1654_6,ListItem,ch1654,6,138,138,«Клиент не оплачен»;
listitem_ch1654_7,ListItem,ch1654,7,138,138,«Клиент уже получал рассылку»;
listitem_ch1654_8,ListItem,ch1654,8,138,138,"«Рассылка не успела начаться» – рассылка не началась, т. к. ее остановили, не успев начать ее для клиента;"
listitem_ch1654_9,ListItem,ch1654,9,138,138,«Ошибка при запуске SMS-рассылки»;
listitem_ch1665_0,ListItem,ch1665,0,139,139,«Ошибка при вызове внешней системы в SMS-блоке»;
listitem_ch1665_1,ListItem,ch1665,1,139,139,«Ошибка при генерации диплинка для SMS-блока» — при отправке SMS-рассылки с лендингом при генерации диплинка возникла ошибка;
listitem_ch1665_2,ListItem,ch1665,2,139,139,"«Телефон подтвержден до попытки отправить SMS» — клиент подтвердил номер телефона до отправки SMS, отправка будет осуществлена через мессенджер;"
listitem_ch1665_3,ListItem,ch1665,3,139,139,«Ожидает подписки клиента в мессенджере» — начало рассылки отложено до подписки клиентом на бота в мессенджере;
listitem_ch1665_4,ListItem,ch1665,4,139,139,«Ожидает подтверждения номера телефона» — начало рассылки отложено до подтверждения клиентом номера телефона.
listitem_ch1672_0,ListItem,ch1672,0,139,139,режим карточек (см. Рисунок 181);
listitem_ch1672_1,ListItem,ch1672,1,139,139,режим списка (см. Рисунок 182).
listitem_ch1679_0,ListItem,ch1679,0,140,140,ID — идентификатор записи о генерации события в журнале аудита событий;
listitem_ch1679_1,ListItem,ch1679,1,140,140,"Источник — источник, откуда пришел запрос на генерацию события. См. «Список возможных источников события» выше;"
listitem_ch1679_2,ListItem,ch1679,2,140,140,"Рассылка — название рассылки, если событие было сгенерировано из сценария рассылки;"
listitem_ch1679_3,ListItem,ch1679,3,140,140,Дата — дата генерации события;
listitem_ch1679_4,ListItem,ch1679,4,140,140,"Название события из запроса — название события, как оно было указано в запросе;"
listitem_ch1679_5,ListItem,ch1679,5,140,140,ID события — идентификатор события в системе;
listitem_ch1679_6,ListItem,ch1679,6,140,140,"ID клиента — идентификатор клиента, для которого было сгенерировано событие;"
listitem_ch1679_7,ListItem,ch1679,7,140,140,"Мессенджер — мессенджер клиента, для которого было сгенерировано событие;"
listitem_ch1679_8,ListItem,ch1679,8,140,140,"Телефон — телефон клиента, для которого было сгенерировано событие;"
listitem_ch1679_9,ListItem,ch1679,9,140,140,Тип — тип запроса на генерацию события. Возможные варианты:
listitem_ch1679_10,ListItem,ch1679,10,140,140,По идентификатору клиента;
listitem_ch1679_11,ListItem,ch1679,11,140,140,По номеру телефона;
listitem_ch1679_12,ListItem,ch1679,12,140,140,Для рассылок с фиксированной аудиторией;
listitem_ch1693_0,ListItem,ch1693,0,141,141,Запрос — тело запроса на генерацию события. Для просмотра и копирования нужно навести мышью на «глазок»;
listitem_ch1693_1,ListItem,ch1693,1,141,141,Статус-код — HTTP status code ответа на запрос генерации события;
listitem_ch1693_2,ListItem,ch1693,2,141,141,Ответ — тело ответа на запрос генерации события. Для просмотра и копирования нужно навести мышью на «глазок».
listitem_ch1700_0,ListItem,ch1700,0,141,141,ID — идентификатор записи о генерации события в журнале аудита событий;
listitem_ch1700_1,ListItem,ch1700,1,141,141,Дата — дата генерации события;
listitem_ch1700_2,ListItem,ch1700,2,141,141,MID — идентификатор начавшейся рассылки. При нажатии на ссылку можно перейти на страницу с информацией о ходе выполнения рассылки для этого клиента. Подробнее это описано в разделе
listitem_ch1705_0,ListItem,ch1705,0,141,141,"Рассылка — название рассылки, которая началась в результате вызова события. При клике по ссылке можно перейти на страницу редактирования рассылки;"
listitem_ch1705_1,ListItem,ch1705,1,141,141,"Launch — идентификатор запуска рассылки, получаемый при генерации события (в поле launch_customer_ids ответа на запрос генерации события);"
listitem_ch1708_0,ListItem,ch1708,0,142,142,"Запуск, Остановка — даты запуска и остановки рассылки соответственно (в текущей версии Maxbot) не заполняется;"
listitem_ch1708_1,ListItem,ch1708,1,142,142,Состояние — текущее состояние рассылки;
listitem_ch1708_2,ListItem,ch1708,2,142,142,"CID — идентификатор клиента, для которого началась рассылка;"
listitem_ch1708_3,ListItem,ch1708,3,142,142,"Статус — состояние запуска рассылки для клиента, см. ранее описание фильтра «Состояние запусков рассылки для клиента»;"
listitem_ch1708_4,ListItem,ch1708,4,142,142,Попыток — количество попыток начать рассылку;
listitem_ch1708_5,ListItem,ch1708,5,142,142,Последняя попытка — дата последней попытки начать рассылку для клиента.
listitem_ch1708_6,ListItem,ch1708,6,142,142,"Аргументы — аргументы события, переданные при генерации. Для просмотра и копирования нужно навести мышью на «глазок»."
listitem_ch1718_0,ListItem,ch1718,0,142,142,"Телефон — телефон, для которого сгенерировано событие;"
listitem_ch1718_1,ListItem,ch1718,1,142,142,"Мессенджеры — список messenger_order, как он был указан при вызове события;"
listitem_ch1718_2,ListItem,ch1718,2,142,142,"Временная зона — значение поля timezone, указанное при вызове события."
listitem_ch1728_0,ListItem,ch1728,0,144,144,"TTL — таймаут ожидания подтверждения номера телефона, заданный при вызове события;"
listitem_ch1728_1,ListItem,ch1728,1,144,144,"Истечение — дата, когда истекло ожидание."
listitem_ch1733_0,ListItem,ch1733,0,144,144,"TTL — таймаут ожидания подписки на бота в мессенджере, заданный при вызове события;"
listitem_ch1733_1,ListItem,ch1733,1,144,144,"Истечение — дата, когда истекло ожидание подписки."
listitem_ch1750_0,ListItem,ch1750,0,146,146,режим карточек (см. Рисунок 190);
listitem_ch1750_1,ListItem,ch1750,1,146,146,режим списка (см. Рисунок 191).
listitem_ch1766_0,ListItem,ch1766,0,147,147,"«Разрешена отправка сообщений» — признак свидетельствует о текущем состоянии подписки клиента на бота в мессенджере. Если флажок установлен, то клиент подписан, если снята — отписан. Не следует путать это с подпиской/отпиской на рассылки."
listitem_ch1766_1,ListItem,ch1766,1,147,147,«Пользователь добавлен в таблицу
listitem_ch1786_0,ListItem,ch1786,0,149,149,Статистика по всем рассылкам за заданный период;
listitem_ch1786_1,ListItem,ch1786,1,149,149,Статистика по всем рассылкам за сутки;
listitem_ch1786_2,ListItem,ch1786,2,149,149,Статистика по определенной рассылке за заданный период.
listitem_ch1839_0,ListItem,ch1839,0,155,155,* Рисунок 207 — Просмотр графиков
listitem_ch1920_0,ListItem,ch1920,0,160,160,1. POST /v1/mailing/stat/flow/export/bot/
listitem_ch1944_0,ListItem,ch1944,0,161,161,info
listitem_ch1944_1,ListItem,ch1944,1,161,161,target Тип рассылки:
listitem_ch1944_2,ListItem,ch1944,2,161,161,информационная
listitem_ch1944_3,ListItem,ch1944,3,161,161,целевая.
listitem_ch1950_0,ListItem,ch1950,0,161,161,init
listitem_ch1950_1,ListItem,ch1950,1,161,161,active
listitem_ch1950_2,ListItem,ch1950,2,161,161,passive
listitem_ch1950_3,ListItem,ch1950,3,161,161,disabled Состояние рассылки:
listitem_ch1950_4,ListItem,ch1950,4,161,161,Не запущена
listitem_ch1950_5,ListItem,ch1950,5,161,161,"Включена, активный режим"
listitem_ch1950_6,ListItem,ch1950,6,161,161,"Включена, пассивный режим"
listitem_ch1950_7,ListItem,ch1950,7,161,161,Отключена
listitem_ch1959_0,ListItem,ch1959,0,161,161,on_create
listitem_ch1959_1,ListItem,ch1959,1,161,161,realtime
listitem_ch1959_2,ListItem,ch1959,2,161,161,on_create_launch
listitem_ch1959_3,ListItem,ch1959,3,161,161,on_create_planned
listitem_ch1959_4,ListItem,ch1959,4,161,161,keyword
listitem_ch1959_5,ListItem,ch1959,5,161,161,on_create_planned _by_url Тип аудитории рассылки.
listitem_ch1981_0,ListItem,ch1981,0,163,163,tag
listitem_ch1981_1,ListItem,ch1981,1,163,163,event Определяет условия начала рассылки для рассылок с audience_formation = realtime. По тегу или по событию.
listitem_ch1989_0,ListItem,ch1989,0,163,163,CONFIRMED_EVENT _UPDATE
listitem_ch1989_1,ListItem,ch1989,1,163,163,POST_PURCHASE_ UPDATE
listitem_ch1989_2,ListItem,ch1989,2,163,163,"ACCOUNT_UPDATE Теги, добавляемые к сообщениям для клиентов Facebook*."
listitem_ch2012_0,ListItem,ch2012,0,164,164,string
listitem_ch2012_1,ListItem,ch2012,1,164,164,decimal
listitem_ch2012_2,ListItem,ch2012,2,164,164,boolean
listitem_ch2012_3,ListItem,ch2012,3,164,164,date
listitem_ch2012_4,ListItem,ch2012,4,164,164,categorical Тип макроса.
listitem_ch2025_0,ListItem,ch2025,0,165,165,string
listitem_ch2025_1,ListItem,ch2025,1,165,165,decimal
listitem_ch2025_2,ListItem,ch2025,2,165,165,boolean
listitem_ch2025_3,ListItem,ch2025,3,165,165,date
listitem_ch2025_4,ListItem,ch2025,4,165,165,categorical Тип макроса.
listitem_ch2044_0,ListItem,ch2044,0,167,167,Viber;
listitem_ch2044_1,ListItem,ch2044,1,167,167,Telegram;
listitem_ch2044_2,ListItem,ch2044,2,167,167,ВКонтакте;
listitem_ch2044_3,ListItem,ch2044,3,167,167,Facebook*;
listitem_ch2044_4,ListItem,ch2044,4,167,167,Instagram*.
listitem_ch2135_0,ListItem,ch2135,0,174,174,“date” — дата и время (используется формат ISO 8601);
listitem_ch2135_1,ListItem,ch2135,1,174,174,"“decimal“ — число, в т. ч. вещественное;"
listitem_ch2135_2,ListItem,ch2135,2,174,174,“categorical“ — фиксированное число возможных значений;
listitem_ch2135_3,ListItem,ch2135,3,174,174,“boolean“ — логическое значение;
listitem_ch2135_4,ListItem,ch2135,4,174,174,“string“ — строка.
listitem_ch2149_0,ListItem,ch2149,0,175,175,"1. При создании SMS-провайдера в поле «Логин» указывается произвольная последовательность символов, например, «12345» (см. Рисунок 216)."
listitem_ch2151_0,ListItem,ch2151,0,175,175,"2. В поле «Пароль» необходимо указать токен, который создается в личном кабинете сервиса (раздел «API» - «Рассылка сообщений», см. Рисунок 217):"
listitem_ch2156_0,ListItem,ch2156,0,176,176,"3. В поле «Отправитель» указывается отправитель, добавленный в разделе «Рассылка СМС» - «Имена отправителя» (см. Рисунок 219):"
listitem_ch2169_0,ListItem,ch2169,0,178,178,"1. При создании SMS-провайдера в поле «Отправитель» указывается зарегистрированный в SMS.ru отправитель или номер телефона, на который зарегистрирован аккаунт (если отправитель не зарегистрирован)."
listitem_ch2169_1,ListItem,ch2169,1,178,178,"2. В поле «Пароль» указывается «api_id», который можно получить в разделе «Программистам» - «Ваш api_id» личного кабинета SMS.ru (см. Рисунок 220)."
listitem_ch2173_0,ListItem,ch2173,0,178,178,"* Meta (соцсети Facebook и Instagram) признана в России экстремистской организацией, ее деятельность на территории страны запрещена."
